sentence;label
Reliability and Maintainability assurance is aimed to ensure that design reliability and maintainability will not be compromised by competing 1s such as cost and mass, and to verify and provide evidence of compliance with 1s.;0
The RJF shall present and justify the life profile situations for the concept presented in the technical 1s specification.;1
In order to meet RSA reporting 1s, reports must show the number of students who qualify for a good cause exemption, probationary promotion, mid-year promotion, and promotion through remediation interventions.;1
The External Robotics will have the capability to translate along the Gateway infrastructure, by walking to grapple fixtures placed externally along the Gateway modules.;1
The developer shall prepare a problem/change report to describe each problem detected in software entities under any level of configuration control above the individual author/developer level and each problem in activities required by the contract or described in the SDP.;1
In this section we list the tables of a total 97 observing programmes that were addressed in the previous section.;0
First block of command data as detailed in table 6.1.1.1.3.1.;0
Descriptions, including diagrams and text, of the physical organization of the software item.;undecidable
The facility manager obtains the results of the simulations and assessment performed in FAME.;1
For the case of two DL RSs, the QCL types shall not be the same, regardless of whether the references are to the same DL RS or different DL RSs.;1
Where applicable, the program SOO, SOW, and system specification takes precedence over the Reliability Program 1s document formulation and implementation.;0
Specification of equipnent and circuitry that requires the use mechanical interface data shall provide, ls l minimum, l da=ripcion data items specified herein.;1
The amount of observing time required to execute the nominal core science topics.;undecidable
The 1s in this specification apply to Wide Area Base Stations, Medium Range Base Stations and Local Area Base Stations unless otherwise stated.;0
It is recommended to use one of the transport layers specified for the HCI in Volume 4, Host Controller Interface [Transport Layer].;1
Examples are temperatures, motion of mechanical assemblies, and pressures such as in propulsion chambers, tanks, and plumbing.;0
However, it is recommended that the visual presentation of the worktop itself should be subdued (of a brightness comparable to the background of the radar image) and of a very fine visual texture to avoid perception of any flickering effects as emphasises drift in colour convergence of the displays should be avoided.;1
